,id,date,store_nbr,item_nbr,unit_sales,onpromotion
6850476,6850476,2013-06-12,9,468057,1.0,
77379105,77379105,2016-04-25,50,1332103,5.0,False
106279415,106279415,2017-02-14,43,859932,1.0,False
23422825,23422825,2014-05-06,28,651326,1.0,False
91449941,91449941,2016-09-19,30,1117661,1.0,False
110171133,110171133,2017-03-23,51,1351305,1.0,False
72141229,72141229,2016-03-02,13,2011243,2.0,False
122649687,122649687,2017-07-19,47,302995,2.0,False
122222794,122222794,2017-07-15,44,1695900,31.889,False
99726874,99726874,2016-12-12,34,592942,8.0,False
27577891,27577891,2014-07-20,54,627263,34.0,False
115013515,115013515,2017-05-08,39,1456922,4.0,False
109737788,109737788,2017-03-19,41,1239807,4.0,True
20857531,20857531,2014-03-19,36,514327,3.0,
7156686,7156686,2013-06-19,3,360313,20.0,
72340102,72340102,2016-03-04,19,129635,4.0,False
12909438,12909438,2013-10-23,9,1162935,1.0,
105837272,105837272,2017-02-10,34,1373081,2.0,False
31458163,31458163,2014-09-22,4,456870,2.0,False
38337269,38337269,2014-12-28,34,1229028,7.0,False
33981442,33981442,2014-10-28,6,1457231,6.0,False
125045289,125045289,2017-08-11,40,103520,6.0,False
112864436,112864436,2017-04-18,37,1037857,14.0,False
28920005,28920005,2014-08-12,1,1239854,3.962,False
12900566,12900566,2013-10-23,2,692531,3.0,
60090307,60090307,2015-10-24,1,119141,9.0,False
62695858,62695858,2015-11-21,18,982726,3.0,False
40797660,40797660,2015-02-08,23,870545,6.0,False
52551562,52551562,2015-07-29,2,376483,4.0,False
82944305,82944305,2016-06-23,20,1960892,44.0,False
22913437,22913437,2014-04-26,15,315474,13.0,False
12967825,12967825,2013-10-24,31,838875,9.0,
11998062,11998062,2013-10-03,30,119141,3.0,
99049587,99049587,2016-12-06,3,850334,5.0,False
52471136,52471136,2015-07-28,1,1457039,2.0,False
65043723,65043723,2015-12-16,21,406965,4.0,False
72375794,72375794,2016-03-04,40,1963892,99.0,False
110965008,110965008,2017-03-31,34,1987152,12.0,False
98092409,98092409,2016-11-26,44,1464240,30.0,False
117649697,117649697,2017-06-02,36,1695901,5.712,False
23821970,23821970,2014-05-14,38,1047686,1.0,False
60356640,60356640,2015-10-26,45,1010755,9.0,False
115435326,115435326,2017-05-12,47,664537,1.0,True
118359984,118359984,2017-06-09,11,1471911,1.0,False
28249048,28249048,2014-07-30,50,1463992,56.0,False
28895559,28895559,2014-08-11,33,564287,11.0,False
52150413,52150413,2015-07-24,7,1305845,6.0,True
72490738,72490738,2016-03-05,47,159156,52.169,False
112606219,112606219,2017-04-16,9,158680,4.0,False
18754483,18754483,2014-02-10,40,939129,13.0,
123606070,123606070,2017-07-29,4,2011471,1.0,False
30991892,30991892,2014-09-15,18,519560,3.166,False
92498763,92498763,2016-09-30,42,953413,1.0,False
27878833,27878833,2014-07-25,32,757889,1.0,False
89722515,89722515,2016-09-01,39,936994,2.0,False
11216066,11216066,2013-09-16,25,795610,1.0,
35911094,35911094,2014-11-24,31,598492,2.0,False
110668277,110668277,2017-03-28,39,1400328,5.0,True
113320702,113320702,2017-04-23,2,1153584,15.0,False
96750085,96750085,2016-11-13,3,1239844,8.0,False
3129485,3129485,2013-03-18,44,852937,4.0,
54749297,54749297,2015-08-24,25,368140,1.0,False
100143063,100143063,2016-12-16,43,1400332,3.0,False
39634205,39634205,2015-01-19,37,1239918,7.0,False
112031069,112031069,2017-04-10,33,1696041,8.0,False
19076997,19076997,2014-02-17,8,329397,3.0,
120472704,120472704,2017-06-29,20,886396,1.0,False
86183611,86183611,2016-07-26,54,1463851,2.0,True
54903843,54903843,2015-08-26,16,1457256,4.0,False
101781263,101781263,2017-01-02,45,268443,1.0,False
117806326,117806326,2017-06-03,54,223068,1.0,False
5718498,5718498,2013-05-17,49,363889,1.0,
9052552,9052552,2013-07-31,23,1037654,2.0,
3582325,3582325,2013-03-29,25,564534,3.0,
107509060,107509060,2017-02-26,35,759694,2.0,False
74591550,74591550,2016-03-27,53,1974848,2.0,False
117968106,117968106,2017-06-05,23,1037857,2.0,False
29168362,29168362,2014-08-16,44,641042,21.0,False
97893548,97893548,2016-11-24,43,1463783,1.0,False
5549545,5549545,2013-05-13,54,103501,10.0,
17912091,17912091,2014-01-26,30,866927,26.0,
42423074,42423074,2015-03-07,9,1159726,11.0,False
36362999,36362999,2014-11-30,50,1397802,1.0,False
100235708,100235708,2016-12-17,36,129759,3.0,False
103792128,103792128,2017-01-22,4,1473394,44.047,False
39381998,39381998,2015-01-15,23,159242,1.0,False
64654521,64654521,2015-12-12,15,1503899,4.0,False
114288420,114288420,2017-05-01,52,1259952,2.0,False
43371263,43371263,2015-03-22,34,452212,12.0,False
110559018,110559018,2017-03-27,34,1473403,10.907,False
42643517,42643517,2015-03-10,41,949629,3.0,False
59801061,59801061,2015-10-20,40,850333,5.0,False
102813885,102813885,2017-01-12,37,1463886,1.0,False
57953472,57953472,2015-09-30,41,1441514,1.0,False
85248581,85248581,2016-07-17,16,1239882,17.653,False
100784883,100784883,2016-12-22,38,1373081,2.0,False
50863602,50863602,2015-07-08,5,1239785,9.0,False
93978831,93978831,2016-10-15,46,310644,28.0,False
121822883,121822883,2017-07-11,48,1457176,4.0,False
22653903,22653903,2014-04-20,49,958514,6.0,False
116831572,116831572,2017-05-26,2,470625,1.0,False
81191872,81191872,2016-06-04,41,222879,17.0,False
54390760,54390760,2015-08-20,10,1457340,2.0,False
70808244,70808244,2016-02-17,6,1145597,11.0,False
119702326,119702326,2017-06-21,52,268623,26.0,False
39003588,39003588,2015-01-08,48,819228,1.126,False
118122369,118122369,2017-06-06,49,213788,1.0,False
60052599,60052599,2015-10-23,33,1239789,3.0,False
21835948,21835948,2014-04-04,28,1083517,6.0,False
23519722,23519722,2014-05-08,30,115894,17.0,False
9818862,9818862,2013-08-17,5,874990,15.0,
79723346,79723346,2016-05-20,25,127547,2.0,True
84333746,84333746,2016-07-07,45,634010,6.628,False
124069258,124069258,2017-08-02,18,464302,1.0,False
6787778,6787778,2013-06-10,44,155607,4.0,
49892271,49892271,2015-06-26,11,1239788,4.0,False
54310516,54310516,2015-08-19,10,1057034,1.0,False
98468475,98468475,2016-11-30,33,1958181,18.0,False
2255223,2255223,2013-02-26,5,514729,2.0,
44882643,44882643,2015-04-15,51,179564,1.0,False
18246750,18246750,2014-01-31,47,129297,9.0,
123974566,123974566,2017-08-01,25,1920046,1.0,False
43777560,43777560,2015-03-29,9,320682,112.0,False
40418919,40418919,2015-02-02,3,215352,34.0,False
57404843,57404843,2015-09-24,18,828632,3.0,False
44682256,44682256,2015-04-12,37,1010757,4.0,False
99795667,99795667,2016-12-13,14,1463857,1.0,True
12385097,12385097,2013-10-11,48,311994,31.721,
13937536,13937536,2013-11-13,50,165550,2.0,
10948107,10948107,2013-09-10,33,567779,3.0,
99828649,99828649,2016-12-13,35,155607,1.0,False
75926393,75926393,2016-04-10,44,819230,21.598,False
18223608,18223608,2014-01-31,27,883336,3.0,
117658423,117658423,2017-06-02,41,205387,6.0,False
41030149,41030149,2015-02-12,18,765517,4.0,False
13877636,13877636,2013-11-12,38,265237,17.0,
122362443,122362443,2017-07-17,1,2018753,9.0,False
76328651,76328651,2016-04-15,6,1146496,32.0,False
30962892,30962892,2014-09-14,51,502230,12.0,False
43614248,43614248,2015-03-26,33,1089163,2.0,True
12207074,12207074,2013-10-07,50,517903,7.0,
51044028,51044028,2015-07-10,23,413987,3.0,False
99556964,99556964,2016-12-11,1,1455485,4.0,True
14074072,14074072,2013-11-16,43,172343,14.0,
117134941,117134941,2017-05-28,43,1489838,2.0,False
51031508,51031508,2015-07-10,11,987769,4.0,False
26030853,26030853,2014-06-27,13,1047786,33.0,False
69788029,69788029,2016-02-06,16,457471,8.0,False
117556975,117556975,2017-06-01,43,1489837,22.0,False
101509573,101509573,2016-12-30,21,1501581,3.0,True
35391217,35391217,2014-11-17,5,1229576,6.0,False
92623686,92623686,2016-10-01,49,1162382,58.0,False
29381186,29381186,2014-08-20,41,740714,1.0,False
90514050,90514050,2016-09-09,45,1397061,8.0,False
11690670,11690670,2013-09-26,54,222975,12.0,
65199894,65199894,2015-12-18,3,1585782,37.0,False
71859767,71859767,2016-02-28,21,829414,1.0,False
69438901,69438901,2016-02-02,34,1501581,7.0,True
76446871,76446871,2016-04-16,19,1936931,7.0,False
65093880,65093880,2015-12-16,49,1354380,9.0,False
118018432,118018432,2017-06-05,49,414454,22.0,False
36813263,36813263,2014-12-07,5,319094,1.0,False
71348719,71348719,2016-02-22,48,841583,9.0,False
61024562,61024562,2015-11-03,8,558730,7.0,False
60649777,60649777,2015-10-30,9,1393047,3.0,False
30525087,30525087,2014-09-08,36,1576313,1.0,False
62590749,62590749,2015-11-20,9,457471,7.0,True
123246383,123246383,2017-07-25,29,946671,1.0,False
38144891,38144891,2014-12-26,1,552050,2.0,False
11324436,11324436,2013-09-18,48,106716,9.0,
66237536,66237536,2015-12-29,41,1255777,2.0,False
29124044,29124044,2014-08-15,51,1239813,8.0,False
99021479,99021479,2016-12-05,44,881912,9.0,False
73899360,73899360,2016-03-20,37,1146784,4.0,False
90413570,90413570,2016-09-08,41,1171142,2.0,False
120530967,120530967,2017-06-29,51,750857,1.0,False
123257890,123257890,2017-07-25,37,671084,1.0,False
53107665,53107665,2015-08-04,36,903283,21.769,False
27340059,27340059,2014-07-17,30,208514,5.0,False
28730537,28730537,2014-08-08,30,1173853,2.0,False
103314268,103314268,2017-01-17,22,426155,2.0,False
18805690,18805690,2014-02-11,44,165551,30.0,
23096486,23096486,2014-04-30,2,1083196,33.0,False
85546035,85546035,2016-07-20,20,514144,21.0,False
30757134,30757134,2014-09-12,3,1501541,13.0,False
11093128,11093128,2013-09-13,48,205387,14.0,
24664836,24664836,2014-05-31,41,617096,4.0,False
31388794,31388794,2014-09-21,6,360705,1.0,False
95047846,95047846,2016-10-26,49,507969,8.174,False
5266853,5266853,2013-05-07,27,1044592,17.0,
29659915,29659915,2014-08-25,49,1083196,37.0,False
72011826,72011826,2016-02-29,51,1047698,13.0,False
85837766,85837766,2016-07-23,25,1422817,38.0,False
83323232,83323232,2016-06-27,17,1457228,2.0,False
62080506,62080506,2015-11-14,36,1463770,3.0,False
9491474,9491474,2013-08-09,49,921042,5.0,
112180796,112180796,2017-04-12,3,1920057,28.0,False
45260586,45260586,2015-04-21,54,838215,1.0,False
86751723,86751723,2016-08-01,44,584026,3.856,False
63473516,63473516,2015-11-29,43,749720,2.0,False
72633208,72633208,2016-03-07,14,1354385,3.0,False
93500439,93500439,2016-10-10,43,760319,11.124,True
3505042,3505042,2013-03-27,37,229368,14.0,
52046440,52046440,2015-07-22,46,859966,11.0,False
118609709,118609709,2017-06-11,30,1584353,1.0,False
51429673,51429673,2015-07-15,7,1584379,2.0,False
28450066,28450066,2014-08-03,12,671076,2.0,False
125000869,125000869,2017-08-11,13,2011153,3.0,False
12506386,12506386,2013-10-14,25,584028,28.303,
74265753,74265753,2016-03-24,32,1394349,1.0,False
71960210,71960210,2016-02-29,23,517909,1.088,False
45361906,45361906,2015-04-23,39,358100,2.0,False
34831804,34831804,2014-11-09,8,261053,28.0,False
43069365,43069365,2015-03-17,39,1239797,2.0,False
40595939,40595939,2015-02-05,1,1239901,10.1,False
50450066,50450066,2015-07-03,5,527757,1.0,False
63882510,63882510,2015-12-04,4,122419,5.0,False
59193448,59193448,2015-10-14,6,742735,2.0,False
22224803,22224803,2014-04-12,12,1239876,32.93,False
10191409,10191409,2013-08-25,10,426155,4.0,
59798011,59798011,2015-10-20,38,1314409,13.0,False
42105683,42105683,2015-03-02,2,1273024,3.0,False
19278958,19278958,2014-02-21,18,260628,18.0,
76048001,76048001,2016-04-12,3,1457328,30.0,False
82738961,82738961,2016-06-21,6,1695940,4.655,False
59318393,59318393,2015-10-15,30,116017,10.0,False
51724063,51724063,2015-07-18,46,1342007,1.0,False
121409650,121409650,2017-07-08,2,1642401,16.0,False
67852539,67852539,2016-01-16,42,664545,9.0,False
107475285,107475285,2017-02-26,15,1167175,1.0,False
115122947,115122947,2017-05-09,43,212550,6.0,False
3960723,3960723,2013-04-07,5,1146787,3.0,
66089756,66089756,2015-12-28,8,968937,14.0,False
96533722,96533722,2016-11-10,47,867850,1.0,False
61712005,61712005,2015-11-10,27,1463807,10.0,True
35565773,35565773,2014-11-19,38,902839,3.0,False
53202423,53202423,2015-08-05,44,1457417,6.0,False
11836756,11836756,2013-09-30,4,226126,1.0,
94315279,94315279,2016-10-19,11,1345070,7.0,False
14848744,14848744,2013-12-02,19,357962,5.0,
118806068,118806068,2017-06-13,22,1047773,12.0,False
109150813,109150813,2017-03-14,6,1473484,3.376,False
4137961,4137961,2013-04-11,13,1012788,6.0,
90088619,90088619,2016-09-05,13,1980754,6.0,False
13032693,13032693,2013-10-26,1,804503,3.0,
19691295,19691295,2014-03-01,28,584123,7.668,
12292705,12292705,2013-10-09,47,208659,8.0,
86006108,86006108,2016-07-25,6,1463587,4.0,False
103221044,103221044,2017-01-16,27,958016,22.0,False
45609582,45609582,2015-04-27,37,468265,3.0,False
72346043,72346043,2016-03-04,22,1693653,3.0,False
89774256,89774256,2016-09-02,9,1458844,4.0,False
105626201,105626201,2017-02-08,27,106716,5.0,False
92184753,92184753,2016-09-27,14,1463609,7.0,False
68712014,68712014,2016-01-25,48,1672581,9.776,False
25926422,25926422,2014-06-25,8,275826,5.0,False
37119978,37119978,2014-12-11,16,358134,5.0,False
113941016,113941016,2017-04-28,51,2042314,3.0,False
121836271,121836271,2017-07-11,54,2036574,4.0,False
22328576,22328576,2014-04-14,13,1150362,2.0,False
52619603,52619603,2015-07-29,48,1229023,2.0,False
41559659,41559659,2015-02-21,7,938436,1.0,False
23775477,23775477,2014-05-13,39,1159414,9.0,False
11311601,11311601,2013-09-18,33,1083196,6.0,
50315758,50315758,2015-07-01,27,258268,24.0,False
93995125,93995125,2016-10-15,53,724003,2.0,False
113518597,113518597,2017-04-24,47,877513,6.0,False
52956764,52956764,2015-08-02,47,885553,15.0,False
5307646,5307646,2013-05-08,25,1146974,1.0,
48428678,48428678,2015-06-07,36,115693,1.0,False
93597332,93597332,2016-10-11,44,1695936,4.479,False
115061293,115061293,2017-05-09,7,371218,7.0,False
65910861,65910861,2015-12-26,17,949243,7.0,False
2355747,2355747,2013-02-28,33,671068,2.0,
77941728,77941728,2016-05-01,47,870545,15.0,False
116340519,116340519,2017-05-21,17,843462,13.0,False
102865689,102865689,2017-01-13,8,1239806,16.0,True
60886085,60886085,2015-11-01,39,1037845,6.0,False
109288773,109288773,2017-03-15,27,1489886,3.0,True
105194101,105194101,2017-02-04,25,308924,2.0,False
108590204,108590204,2017-03-08,44,527757,11.0,False
70156967,70156967,2016-02-10,14,1076155,4.0,False
28625425,28625425,2014-08-06,28,736128,1.0,False
67855078,67855078,2016-01-16,43,1370548,4.0,False
17367081,17367081,2014-01-18,6,470760,6.0,
74232038,74232038,2016-03-24,10,414425,3.0,False
96103789,96103789,2016-11-06,26,2006810,1.0,False
49688039,49688039,2015-06-23,33,153267,7.0,False
104202283,104202283,2017-01-26,2,1930967,1.0,False
82741989,82741989,2016-06-21,8,692106,1.0,False
15078212,15078212,2013-12-06,50,843462,1.0,
71063218,71063218,2016-02-19,50,957096,5.0,False
12763611,12763611,2013-10-20,3,1165988,8.0,
71513680,71513680,2016-02-24,39,1239819,4.0,True
62311462,62311462,2015-11-17,2,1916208,2.0,False
103511383,103511383,2017-01-19,20,1422500,2.0,False
6183010,6183010,2013-05-28,18,876225,2.0,
65842073,65842073,2015-12-24,34,1386220,10.0,False
39925662,39925662,2015-01-24,40,514446,5.0,False
45602436,45602436,2015-04-27,29,1354383,1.0,False
110284413,110284413,2017-03-25,4,554143,12.0,False
99095699,99095699,2016-12-06,27,1466827,4.0,True
2819674,2819674,2013-03-11,23,510057,4.0,
37589691,37589691,2014-12-17,38,1146785,1.0,False
95164522,95164522,2016-10-28,8,472526,3.0,False
69683038,69683038,2016-02-05,9,1915000,1.0,False
12399046,12399046,2013-10-12,8,265237,15.0,
84294998,84294998,2016-07-07,20,1919933,7.0,False
100223557,100223557,2016-12-17,28,1463484,1.0,False
63603513,63603513,2015-12-01,6,1584365,1.0,False
14676535,14676535,2013-11-29,4,964752,22.0,
102973925,102973925,2017-01-14,11,1584576,6.0,True
52164067,52164067,2015-07-24,17,1209721,4.0,False
48552127,48552127,2015-06-09,8,119024,12.0,False
79826780,79826780,2016-05-21,28,1085686,10.0,False
115764634,115764634,2017-05-15,47,1179581,7.0,False
16353655,16353655,2014-01-02,24,1014865,32.0,
43263828,43263828,2015-03-20,51,888682,9.0,False
63933587,63933587,2015-12-04,36,1457835,20.0,False
102588356,102588356,2017-01-10,20,1935388,1.0,False
62843904,62843904,2015-11-22,47,111223,45.0,False
1208400,1208400,2013-01-31,49,265258,4.0,
119880856,119880856,2017-06-23,43,1004551,3.0,False
121357452,121357452,2017-07-07,31,1239954,4.0,False
107106179,107106179,2017-02-22,44,1353191,2.0,False
84146304,84146304,2016-07-05,45,1932980,7.0,False
106577466,106577466,2017-02-17,41,1167188,1.0,True
123767012,123767012,2017-07-30,31,502230,1.0,False
12355302,12355302,2013-10-11,11,314393,44.0,
64429513,64429513,2015-12-09,45,1463882,9.0,False
99448541,99448541,2016-12-10,1,457424,20.0,False
64163835,64163835,2015-12-06,51,268623,8.0,False
983998,983998,2013-01-26,18,801934,1.0,
50195241,50195241,2015-06-29,54,220432,14.0,False
65316897,65316897,2015-12-19,17,1463819,2.0,False
116837648,116837648,2017-05-26,4,1321497,8.0,False
76611215,76611215,2016-04-17,51,1936510,1.0,False
25507838,25507838,2014-06-16,54,511397,1.0,False
83577443,83577443,2016-06-30,6,372937,10.0,False
47344047,47344047,2015-05-24,7,1146787,1.0,False
116743628,116743628,2017-05-25,6,1958262,1.0,False
29525261,29525261,2014-08-23,25,1239741,1.0,False
61200423,61200423,2015-11-04,54,413557,5.0,False
34328901,34328901,2014-11-02,7,819209,6.961,False
35541697,35541697,2014-11-19,14,1033395,4.0,False
114867794,114867794,2017-05-07,20,315322,8.0,False
94366762,94366762,2016-10-19,45,1259952,1.0,False
56359348,56359348,2015-09-12,8,1584307,1.0,False
100346855,100346855,2016-12-18,34,1965878,2.0,False
102844467,102844467,2017-01-12,51,1321497,3.0,False
116710812,116710812,2017-05-24,46,323227,2.0,False
77213356,77213356,2016-04-24,9,1642400,133.619,False
24631143,24631143,2014-05-31,5,278806,2.0,False
22971130,22971130,2014-04-27,26,368136,2.0,False
71188465,71188465,2016-02-21,10,575675,6.0,False
34912904,34912904,2014-11-10,13,848765,2.0,False
37777922,37777922,2014-12-20,10,1306198,2.0,False
84567633,84567633,2016-07-10,9,870545,2.0,False
97814528,97814528,2016-11-23,48,1997895,1.0,False
93161847,93161847,2016-10-07,21,1948483,5.0,False
41336710,41336710,2015-02-17,27,933780,4.0,False
74445952,74445952,2016-03-26,27,1957078,6.0,False
106068729,106068729,2017-02-12,41,1004550,7.0,False
6065610,6065610,2013-05-25,40,843462,5.0,
36861103,36861103,2014-12-07,41,1239810,15.0,False
97768201,97768201,2016-11-23,23,1696003,4.089,True
84405169,84405169,2016-07-08,31,1975571,3.0,False
36245334,36245334,2014-11-29,23,769314,2.0,False
25043233,25043233,2014-06-07,51,671908,1.0,False
46351633,46351633,2015-05-09,14,1159598,4.0,False
112177208,112177208,2017-04-12,2,937953,1.0,False
8230118,8230118,2013-07-12,51,765092,5.867,
45940423,45940423,2015-05-02,50,671684,3.0,False
32532560,32532560,2014-10-07,19,819194,4.0,False
99845741,99845741,2016-12-13,44,940590,9.0,False
35462504,35462504,2014-11-18,6,1239749,2.0,False
76923562,76923562,2016-04-21,9,1178697,21.0,False
44746218,44746218,2015-04-13,38,1427659,22.0,False
68283848,68283848,2016-01-21,19,471985,1.0,False
88271483,88271483,2016-08-17,22,1239746,1.0,True
8823074,8823074,2013-07-26,15,315474,9.0,
30896859,30896859,2014-09-14,3,99197,3.0,False
33490425,33490425,2014-10-21,3,1489872,5.0,False
46925446,46925446,2015-05-17,47,671062,13.0,False
10760227,10760227,2013-09-06,32,361502,1.0,
118561499,118561499,2017-06-11,6,114800,15.0,False
1132245,1132245,2013-01-30,1,258396,8.0,
5443904,5443904,2013-05-11,34,664545,2.0,
65093316,65093316,2015-12-16,49,983310,5.0,False
45066640,45066640,2015-04-18,49,212550,4.0,False
12205407,12205407,2013-10-07,49,153078,3.0,
79008084,79008084,2016-05-12,51,1402017,1.0,False
85644880,85644880,2016-07-21,23,1463885,41.0,False
108268193,108268193,2017-03-05,38,514730,2.0,False
50926487,50926487,2015-07-08,49,816606,8.0,False
30593047,30593047,2014-09-09,37,323227,2.0,False
114135278,114135278,2017-04-30,38,819231,5.405,False
31663886,31663886,2014-09-25,5,852938,3.0,False
40547298,40547298,2015-02-04,8,1097187,4.0,False
26967840,26967840,2014-07-11,53,1463507,4.0,False
25515653,25515653,2014-06-17,6,999545,9.0,False
106133047,106133047,2017-02-13,17,1138053,5.0,False
31955566,31955566,2014-09-29,14,1085686,1.0,False
51951636,51951636,2015-07-21,35,264752,1.0,False
123408529,123408529,2017-07-27,6,1932493,4.0,True
6209566,6209566,2013-05-28,54,1112840,8.0,
61373289,61373289,2015-11-06,49,847894,14.0,False
19004365,19004365,2014-02-15,44,903284,66.719,
2980030,2980030,2013-03-15,19,115850,15.0,
122495173,122495173,2017-07-18,17,813167,2.0,False
89317655,89317655,2016-08-28,24,584077,9.532,False
80077554,80077554,2016-05-24,2,1463555,2.0,False
1794160,1794160,2013-02-15,2,757880,3.0,
103093402,103093402,2017-01-15,17,1300325,2.0,False
80207298,80207298,2016-05-25,26,1473394,18.362,True
18145569,18145569,2014-01-30,10,1239956,13.0,
16635408,16635408,2014-01-06,38,1112450,22.0,
102318121,102318121,2017-01-07,46,464356,24.0,False
23056792,23056792,2014-04-29,8,1165988,5.0,False
91475298,91475298,2016-09-19,45,589403,4.0,True
18301574,18301574,2014-02-01,45,954796,1.0,
10685792,10685792,2013-09-04,49,213653,3.0,
18342080,18342080,2014-02-02,33,260669,3.0,
8991057,8991057,2013-07-30,2,830625,2.0,
36473285,36473285,2014-12-02,24,833395,4.0,False
55543127,55543127,2015-09-02,40,1489899,10.0,False
32139996,32139996,2014-10-01,50,268834,9.0,False
27455092,27455092,2014-07-19,10,886396,7.0,False
30733257,30733257,2014-09-11,41,584026,0.584,False
98429818,98429818,2016-11-30,8,1309856,5.0,False
23866804,23866804,2014-05-15,36,671708,4.014,False
51489050,51489050,2015-07-15,49,1696022,10.0,True
120624961,120624961,2017-06-30,47,764438,18.0,False
828623,828623,2013-01-22,25,679442,6.0,
98978281,98978281,2016-12-05,20,655427,2.0,False
4159444,4159444,2013-04-11,46,179564,4.0,
68717409,68717409,2016-01-25,51,517903,2.0,False
96737949,96737949,2016-11-12,50,1457180,7.0,False
30606444,30606444,2014-09-09,46,1230461,5.0,False
48156113,48156113,2015-06-04,11,414478,23.0,False
110555986,110555986,2017-03-27,32,1931047,1.0,False
10092914,10092914,2013-08-23,5,365264,2.0,
111468834,111468834,2017-04-05,11,1388574,1.0,False
80548422,80548422,2016-05-29,4,959502,4.0,False
21387516,21387516,2014-03-27,49,991329,3.0,
13922133,13922133,2013-11-13,35,257847,3.0,
118845578,118845578,2017-06-13,45,849098,5.0,False
119539393,119539393,2017-06-20,20,1958181,8.0,False
5371227,5371227,2013-05-09,51,1010752,1.0,
114326217,114326217,2017-05-02,17,865155,1.0,False
55979343,55979343,2015-09-07,37,679604,1.0,False
28781547,28781547,2014-08-09,27,211205,2.0,False
51966512,51966512,2015-07-21,45,886398,11.0,False
112258068,112258068,2017-04-12,46,1489741,3.98,True
120851629,120851629,2017-07-02,44,1971255,15.0,False
76296026,76296026,2016-04-14,44,364413,1.0,False
42178233,42178233,2015-03-03,9,871600,1.0,False
116690558,116690558,2017-05-24,36,1004551,2.0,True
98071996,98071996,2016-11-26,34,1116113,3.0,False
96291137,96291137,2016-11-08,16,1463771,4.0,False
85294046,85294046,2016-07-17,42,583795,8.468,False
74126852,74126852,2016-03-23,4,108696,4.0,False
35292123,35292123,2014-11-15,45,877513,4.0,False
89787990,89787990,2016-09-02,19,1445215,9.0,False
81302099,81302099,2016-06-05,45,354922,5.0,False
1937111,1937111,2013-02-18,23,1089046,5.0,
45827328,45827328,2015-05-01,13,212550,3.0,False
108134589,108134589,2017-03-04,26,1392627,2.0,False
7193145,7193145,2013-06-19,48,886396,8.0,
45780796,45780796,2015-04-30,29,155610,1.0,False
34848941,34848941,2014-11-09,23,1239820,5.0,False
100014937,100014937,2016-12-15,27,979553,1.0,False
92442412,92442412,2016-09-30,6,1503854,2.0,False
82628027,82628027,2016-06-19,51,1441468,1.0,False
3249705,3249705,2013-03-21,37,583797,3.008,
23466631,23466631,2014-05-07,19,129759,1.0,False
90962727,90962727,2016-09-14,26,1642397,10.375,True
8830104,8830104,2013-07-26,26,796396,2.0,
95536270,95536270,2016-10-31,49,1179579,4.0,False
92350771,92350771,2016-09-29,5,1473480,0.714,False
742031,742031,2013-01-20,16,645294,1.0,
120683816,120683816,2017-07-01,20,1047686,1.0,False
125493826,125493826,2017-08-15,52,2048596,17.0,False
122124032,122124032,2017-07-14,48,1959817,4.0,False
22809893,22809893,2014-04-24,7,881701,1.0,False
93310565,93310565,2016-10-08,48,907684,16.0,False
53254178,53254178,2015-08-06,23,1239810,8.0,False
48469649,48469649,2015-06-08,5,1176561,5.0,False
19512218,19512218,2014-02-26,3,740722,4.0,
100449857,100449857,2016-12-19,30,1105210,2.0,False
6185375,6185375,2013-05-28,24,623316,13.003,
123857904,123857904,2017-07-31,20,1695972,31.114,False
62775284,62775284,2015-11-22,7,1354713,7.0,False
100903723,100903723,2016-12-23,43,411557,20.0,False
115035744,115035744,2017-05-08,49,843610,2.0,True
64685629,64685629,2015-12-12,35,587157,17.99,False
96849972,96849972,2016-11-13,53,1958231,6.0,False
53120339,53120339,2015-08-04,44,1575240,1.0,False
71515848,71515848,2016-02-24,40,1975439,1.0,False
80972403,80972403,2016-06-02,24,1036189,3.514,False
56250613,56250613,2015-09-10,48,1047790,25.0,False
108561612,108561612,2017-03-08,27,1239800,3.0,False
45989283,45989283,2015-05-03,38,938567,9.0,False
22113382,22113382,2014-04-10,1,165704,5.0,False
71601572,71601572,2016-02-25,38,1346410,2.0,False
90138222,90138222,2016-09-05,44,1533358,1.0,False
9940147,9940147,2013-08-19,39,691945,7.0,
104034546,104034546,2017-01-24,20,1146801,16.0,False
75155412,75155412,2016-04-02,47,1285150,11.0,False
83079357,83079357,2016-06-24,47,1473477,25.471,False
3857314,3857314,2013-04-04,44,586911,5.0,
94940601,94940601,2016-10-25,42,838406,1.0,False
49176830,49176830,2015-06-17,6,860548,1.0,False
47697326,47697326,2015-05-29,18,1457179,3.0,False
77416298,77416298,2016-04-26,19,211203,10.0,False
109168471,109168471,2017-03-14,17,127534,2.0,False
85940938,85940938,2016-07-24,27,268443,6.0,False
51280118,51280118,2015-07-13,13,454596,4.0,False
87762511,87762511,2016-08-12,7,1966167,3.0,False
76907589,76907589,2016-04-21,2,371434,1.0,False
29630925,29630925,2014-08-25,18,892076,3.0,False
38566634,38566634,2014-12-31,36,1695935,1.504,False
2370641,2370641,2013-02-28,50,1088002,3.0,
74284260,74284260,2016-03-24,44,114790,14.0,True
17950350,17950350,2014-01-27,4,1464081,4.0,
76080780,76080780,2016-04-12,23,564274,3.0,False
99397935,99397935,2016-12-09,28,874990,2.0,False
68713180,68713180,2016-01-25,49,881911,10.0,False
2074709,2074709,2013-02-21,45,913967,1.0,
52059531,52059531,2015-07-22,53,1920059,3.0,False
18739670,18739670,2014-02-10,23,1047774,3.0,
